"year","census_tract","n_houses"
2010,34017010800,1389
2011,34017010800,1389
2012,34017010800,1378
2013,34017010800,1363
2014,34017010800,1401
2015,34017010800,1396
2016,34017010800,1372
2017,34017010800,1379
2018,34017010800,1369
2019,34017010800,1384
2020,34017010800,1430
