"year","census_tract","n_houses"
2010,34017007400,2393
2011,34017007400,2426
2012,34017007400,2578
2013,34017007400,2767
2014,34017007400,2918
2015,34017007400,2969
2016,34017007400,2933
2017,34017007400,2942
2018,34017007400,2911
2019,34017007400,2785
2020,34017007400,2643
