"year","census_tract","n_houses"
2010,9001021900,2227
2011,9001021900,2209
2012,9001021900,2255
2013,9001021900,2266
2014,9001021900,2300
2015,9001021900,2373
2016,9001021900,2482
2017,9001021900,2626
2018,9001021900,2443
2019,9001021900,2372
2020,9001021900,2538
