"year","census_tract","n_houses"
2010,36085017600,1694
2011,36085017600,1686
2012,36085017600,1702
2013,36085017600,1678
2014,36085017600,1706
2015,36085017600,1733
2016,36085017600,1744
2017,36085017600,1737
2018,36085017600,1796
2019,36085017600,1780
2020,36085017600,1658
