"year","census_tract","n_houses"
2010,36061003700,1434
2011,36061003700,1431
2012,36061003700,1477
2013,36061003700,1490
2014,36061003700,1550
2015,36061003700,1570
2016,36061003700,1596
2017,36061003700,1601
2018,36061003700,1659
2019,36061003700,1746
2020,36061003700,1916
