"year","census_tract","n_houses"
2010,36061027300,3254
2011,36061027300,3296
2012,36061027300,3347
2013,36061027300,3314
2014,36061027300,3374
2015,36061027300,3356
2016,36061027300,3344
2017,36061027300,3366
2018,36061027300,3446
2019,36061027300,3409
2020,36061027300,3374
