"year","census_tract","n_houses"
2010,9009150100,2006
2011,9009150100,2025
2012,9009150100,2046
2013,9009150100,2040
2014,9009150100,2097
2015,9009150100,2121
2016,9009150100,2185
2017,9009150100,2217
2018,9009150100,2360
2019,9009150100,2471
2020,9009150100,2672
