census_tract,Surge_threshold,Rain_threshold,alpha_d,alpha_a,alpha_p,alpha_r,mew_a,mew_p,U_rate,POT_S_max,POT_R_max
09009184600,1.906426484,0.148524488,13.07017799,25,0.001,0.879373488,0.066601964,0.032447398,0.484598917,0.020270002,0.149701236
09009190100,1.964920908,0.147697626,12.70186824,25,10,0.238798367,0.094933909,0.43668308,0.235782943,1.30663835,0.116000864
09009190200,1.915337473,0.080600467,14.5825241,24.99879337,5.660093833,0.049628377,0.087732042,0.001,0.4970303,0.001,0.149459389
09009194100,1.400483258,0.001098117,5.467435246,25,0.001,0.001,0.017490298,0.165957942,3,0.048797519,0.040479714
09011660101,3.09771561,0.142707603,7.418315739,20.85715643,6.827622312,0.299802469,0.027423563,1.016772653,1.701604566,0.127529157,0.121336282
09011660102,2.049442551,0.148230032,10.1299953,9.197657994,5.586385062,0.231453414,0.056384038,0.001,0.463344972,2.591535807,0.15
09011690900,3.254736382,0.15,9.637510834,6.804512596,6.870988729,0.534207801,0.04212952,0.693682771,0.081786817,3.459050555,0.076068712
09011693300,2.450064364,0.1038046,6.03485143,25,10,0.001,0.04248774,0.001,0.01,0.258749165,0.058633834
09011693500,2.022079853,0.142145331,7.842423206,25,7.941770518,0.195429329,0.03411785,0.587633406,1.694046601,0.174533539,0.103286873
09011702600,2.423334724,0.15,8.885007702,12.14145261,0.341677465,0.06517756,0.013245498,0.085158049,0.01,1.232128112,0.15
09011702900,2.633982847,0.098719641,18.56620355,20.02618552,9.76983205,0.055830574,0.222166374,0.001,0.406934627,0.705492418,0.15
09011705101,1.526514159,0.134615602,9.877464181,17.48851547,0.884756546,0.003962071,0.042743271,0.032316841,0.112468408,3.499579729,0.15
09011705200,3.329985008,0.15,5.492677543,25,9.954068383,0.111359097,0.003010107,0.110736675,0.044831621,1.07654478,0.149994271
09011705300,2.734861315,0.147419536,14.72248866,25,0.62204164,0.167793508,0.097213158,0.065136678,0.342533363,2.863058506,0.149970286
09011870703,1.857163917,0.15,10.63598039,24.99628847,0.067850433,0.022752913,0.048422359,0.035868073,0.318440071,3.492399338,0.034865201
09011870704,2.797938004,0.15,8.383824888,7.411458239,9.97222247,0.092322615,0.030378408,0.197309428,0.01,1.049474038,0.149997184
34003002100,1.763272354,0.12596069,25,0.035876699,7.39721452,0.137712435,0.158874004,1.81988264,0.01,1.427949172,0.006447326
34003013001,2.101484439,0.15,14.94833436,3.773921084,9.856650254,0.174135536,0.06149841,0.016153238,0.01,2.999649275,0.15
34003013002,2.748839161,0.148550599,9.391491733,11.69344016,7.635632482,0.89074804,0.048174914,0.058059784,1.041447415,0.42633923,0.094392209
34003016000,1.638770412,0.10527933,12.8944184,0.001,4.399043355,0.054139843,0.182135867,1.112143492,1.74084345,2.614566821,0.07065677
34003019102,3.415857279,0.077159328,15.94013675,16.86207876,2.115123889,0.241435603,0.199169371,0.714153717,2.558579224,0.32742245,0.051133474
34003019202,3.00856929,0.109693343,13.70178246,17.20561584,6.937948416,0.367525256,0.141178949,1.303611202,2.202569513,3.073589299,0.126461202
34003055100,2.208006975,0.098886467,19.60891101,7.33775162,8.196289742,0.669441976,0.064767647,1.022659144,1.88216631,1.27856926,0.001
34017005802,2.184662278,0.149995774,13.65677146,2.25591925,9.998072414,0.266689852,0.037505906,0.125348702,0.011019876,1.472030732,0.15
34017007400,2.330532419,0.15,17.34243981,0.272882047,6.558068149,0.196223374,0.08596761,0.002837619,0.046491635,2.367022136,0.15
34017007600,2.262490344,0.064509997,21.55354956,9.527905724,3.232779937,0.905368804,0.05934377,1.349324011,2.507247144,2.458980253,0.114099821
34017007700,2.388416357,0.15,18.58266571,1.08277928,8.087449488,0.115224735,0.098577793,0.00131824,0.033883688,0.960765881,0.15
34017010300,2.053150587,0.100055948,22.76731199,23.00244729,10,0.001035365,0.223062577,0.26224934,0.308528658,0.11764119,0.013590266
34017010400,1.624513791,0.076811681,18.01367526,25,0.726167031,0.074159701,0.122540071,0.001,0.426647695,3.423502047,0.019058355
34017010800,1.71349976,0.11298055,10.72835716,8.131725875,0.001,0.391017849,0.061881552,0.057631838,0.836875575,0.847727891,0.127208876
34017011400,2.558254189,0.079572764,13.93139561,2.470168214,2.20071115,0.143172924,0.080621461,0.001,0.55232649,0.617484376,0.145839108
34017011500,2.154265586,0.109423845,15.76633623,4.303406014,2.869071634,0.097768613,0.09483602,0.001,0.46615615,0.040680023,0.15
34017011600,1.920114546,0.09260955,12.84756686,3.438624836,2.232449409,0.182662153,0.072344263,0.001,0.633111483,0.054431142,0.149902525
34017014101,2.10191236,0.120661281,16.66475642,1.670149521,3.571354893,0.34919559,0.121656884,0.029080643,0.441036218,0.141623787,0.149995368
34017015001,3.49370587,0.082534643,13.65732576,25,2.171926314,0.006413146,0.081684688,0.007000838,0.571487019,1.048018172,0.115775314
34017015201,2.178844336,0.15,11.57216221,24.99737275,9.185712154,0.001,0.045762936,0.112571494,0.01,1.358024614,0.15
34017015801,2.158923981,0.121408346,14.72569056,1.088476028,4.77699162,0.178816741,0.101923342,0.006467886,0.501729725,0.001307709,0.145299224
34017017900,2.531742933,0.149427242,20.62868996,6.591606578,2.886374206,0.36642847,0.138137192,0.027511907,0.231261328,1.430738886,0.149981928
34017018301,1.131166938,0.072391687,19.50930969,0.109151199,0.001,0.164982583,0.106644941,0.052614765,0.097326864,0.678357355,0.034515031
34017018302,2.760864503,0.15,12.64430314,0.001,0.01030817,0.132279538,0.059515018,0.060159752,0.178538913,3.214534963,0.15
34017018701,2.463930873,0.15,12.57258525,2.337847913,7.728819678,0.505996207,0.07304272,0.001,0.605061941,0.397555813,0.15
34017019300,1.925796405,0.117199553,7.725408465,5.086217577,10,0.974414611,0.039978773,0.238103248,1.85731594,2.617345569,0.15
34023003401,2.27457941,0.15,12.31878887,0.145560959,3.079516728,0.079848383,0.047640525,0.114539587,0.010263235,0.911639296,0.15
34023003600,1.913559964,0.100926397,9.356947139,0.108423815,8.046446405,0.170417741,0.043010707,0.001,0.796098572,0.082177942,0.15
34023004500,1.159280825,0.139572274,25,0.130347961,0.001,0.013067452,0.197268778,0.037102468,0.01,0.495441345,0.003935022
34023004600,2.172844194,0.15,25,0.896028389,0.277940367,0.023282727,0.14998138,0.139189718,0.01,1.248605939,0.15
34023004900,1.702720636,0.149997257,25,0.453836791,2.252466774,0.245629173,0.11555576,0.001197604,0.01,2.865273506,0.14988833
34023005000,2.743650264,0.15,17.53883932,0.012645623,4.337124951,0.683568518,0.106138708,0.025704336,0.334991722,0.879976836,0.15
34023007402,2.610546677,0.15,17.84652817,14.21790531,3.116730249,0.190900363,0.112057031,0.001971039,0.337814439,1.611242168,0.148894258
34023007500,2.166804584,0.15,15.19758172,6.090115716,0.909723892,0.00171234,0.105439707,0.191345647,0.01,0.212795237,0.15
34023007600,2.478716491,0.15,14.47798412,3.922866786,8.238806911,0.04103422,0.058116419,0.022422305,0.01,0.82321305,0.149964534
34023008001,2.069649495,0.148826676,25,8.847742802,0.009084572,0.052797698,0.18664358,0.634198085,0.174505267,1.118674117,0.047997632
34023009100,1.988058274,0.15,18.69032896,9.550721366,0.003324742,0.019545654,0.106619845,0.061863466,0.073163909,1.077744809,0.149984317
34025800100,1.872500046,0.145628132,7.640744124,21.94825561,6.347502524,0.938967643,0.329873461,1.982773503,0.067235694,1.666181897,0.086319548
34025800200,2.05667043,0.15,11.21913802,8.765166797,0.954161631,0.083547207,0.056239757,0.050276593,0.08516356,2.137246102,0.15
34025800400,2.072915454,0.15,10.10594369,6.550754571,2.710343332,0.109679208,0.05092423,0.372630304,0.021646583,0.945011906,0.149795553
34025800500,2.136970899,0.149786407,4.230047535,5.442994031,0.001,0.372932773,0.001,0.113723758,0.025270876,0.580029912,0.1236587
34025800601,2.080897568,0.15,3.294308115,21.22534033,0.001,0.575866037,0.001,0.050386421,0.01,2.478639924,0.15
34025801600,2.222175975,0.15,6.299674775,4.289665244,0.029932565,0.588989815,0.002028307,0.231533832,0.01,0.788543692,0.149606706
34025801700,2.17424331,0.036328345,7.0570961,3.183196021,1.808199201,0.023256072,0.082033957,0.00351818,0.055417976,0.001,0.15
34025801800,2.171353559,0.15,5.906300189,5.757150029,2.327308757,0.169928446,0.109325047,0.008646209,0.027859652,0.013681713,0.149932694
34025801900,1.84033709,0.149568658,13.65460705,11.8363868,10,0.159457728,0.093133389,0.001,0.409163558,2.879087701,0.075244889
34025802000,1.739925474,0.15,11.70062623,0.001,2.385189617,0.218862416,0.05447865,0.011288812,0.059662018,2.932240532,0.149982285
34025802500,2.014951357,0.123839151,8.347268331,9.718939323,2.195696455,0.924237487,0.044250684,0.081598886,1.483680262,0.655587383,0.073096056
34025812100,2.170282713,0.127203846,6.063191494,3.802528048,3.574594451,0.06904776,0.101359533,0.236340129,0.065614379,0.001,0.14989158
34039030500,0.001,0.108440928,25,2.826621637,0.674801406,0.005908119,0.170151362,0.009363254,0.01,3.16912631,0.129788563
34039030600,2.142039616,0.067655264,9.068790669,12.28933391,2.313472553,0.617093518,0.073176347,0.139074291,2.521854789,2.027536889,0.102065262
34039035400,2.973375904,0.15,9.765847757,1.953117977,6.693323668,0.092355241,0.039154797,0.0626283,0.012552559,0.355344475,0.15
34039039800,2.113174866,0.11368658,11.1593335,2.238679056,10,0.780329588,0.070475348,0.291077846,0.786952194,0.001,0.143488506
36001000100,1.911531602,0.15,19.67423144,5.249422222,5.734382598,0.057785617,0.076203517,0.002379091,0.277637346,0.001,0.149777037
36001001100,0.931701504,0.074891155,25,19.43713442,0.001,0.001,0.223382087,0.162783097,0.214276696,0.205083405,0.004764003
36001002500,1.007559308,0.14281298,11.24575114,15.60723451,0.986316433,0.001,0.047400154,0.046787832,0.01,2.801282134,0.118463052
36001002600,3.213925014,0.127423767,20.18083751,1.302166721,6.211003685,0.131329721,0.098601479,0.429241878,0.01,1.910257948,0.112526774
36001013100,2.938269523,0.106907581,19.20969909,4.349829897,8.581518721,0.333106225,0.009947474,0.231216614,1.510186276,1.811528139,0.106809082
36001013200,2.47686429,0.060141138,17.15880631,1.492860796,8.926372655,0.319062817,0.032976182,0.201613907,2.798931138,2.40993327,0.071497442
36001013400,2.188036592,0.127181909,16.38799755,18.70662638,4.350189423,0.822385418,0.051671466,1.844385882,1.838427794,3.117417419,0.019391865
36001013601,3.083721331,0.098018411,17.92594067,11.4779299,7.290508598,0.416185959,0.1148687,1.675237741,0.947419578,0.719617805,0.12341103
36001013602,1.984735082,0.068568765,14.51367337,0.001,9.471841485,0.836352076,0.06183803,1.681411992,2.706918772,1.605143308,0.083926792
36001014301,1.398546684,0.15,18.01463999,24.96921282,0.001,0.0044144,0.090717228,0.008354248,0.099669243,3.5,0.149145698
36001014401,2.407493865,0.092530393,18.04980591,6.632563854,5.653385392,0.862315809,0.060587993,0.60350538,2.397407526,1.697509017,0.1109711
36005011800,1.8485021,0.15,7.459674947,12.05375066,10,0.162512837,0.019462482,0.001,0.016968928,2.354074613,0.149976958
36005013800,2.398873592,0.143281893,7.681824697,25,0.001,0.20111629,0.039718868,0.024399227,1.889343866,2.758624417,0.123756263
36005016000,1.835286047,0.15,25,14.43138799,10,0.022082546,0.053117477,0.001,0.01,0.879014645,0.149949101
36005027402,1.954478063,0.0777872,15.5310606,24.99894542,9.998581464,0.001443612,0.101657714,0.248047315,0.336965225,0.075340873,0.015403727
36005029301,1.323513878,0.147309829,25,0.001,0.462646843,0.99972915,0.182888268,0.026245896,0.01,0.110569254,0.043487629
36005030100,2.319000413,0.07491848,21.30944734,19.51220662,3.153554057,1,0.124994,1.095502171,1.334381745,0.390604977,0.070399412
36005030900,1.4182997,0.14473536,25,0.001,0.001839787,0.53246027,0.154161566,0.065850705,0.01,0.001,0.139333951
36005032300,3.478437362,0.103814131,21.7728566,25,0.017656416,0.004029444,0.147646738,0.036185961,0.297399135,1.103396371,0.080281916
36005051600,1.859934573,0.15,7.28728487,19.71576072,10,0.023041682,0.015153063,0.001,0.023495373,1.037306463,0.15
36021000500,1.754471868,0.15,15.63049384,0.620786466,2.298150063,0.502890026,0.092111128,0.001,0.392469702,3.358326143,0.15
36021000600,1.133572262,0.143740381,14.79355506,25,0.365987051,0.001,0.087372911,0.041486163,0.026660978,1.520813017,0.128585494
36021001100,2.211701537,0.103254951,15.91379354,17.57995714,6.611474656,0.470329868,0.128993069,0.898172031,1.185509588,0.122947575,0.085883105
36021001200,1.70628661,0.070089073,17.09373359,18.98336122,0.001,0.884960756,0.13531823,0.592610588,2.705014635,2.350251427,0.067718269
36021001300,2.222379352,0.080562923,10.10937906,22.6104877,3.320035193,0.048550597,0.113796074,1.252755458,2.09870202,1.661981355,0.031218699
36021001400,3.124805224,0.063420791,19.79354468,19.7211594,5.306381759,0.985701135,0.088746605,1.59348758,2.124573449,0.8387186,0.052517788
36021001900,3.12376436,0.14554216,11.27285339,15.36574923,9.568201721,0.375451745,0.098801293,0.941439287,2.820262054,3.278769288,0.112255005
36021002000,2.66358062,0.001,25,0.360245297,0.001,0.025626873,0.146713098,0.02881604,0.086215353,2.533639971,0.128117755
36027060100,0.508066856,0.055520914,25,0.280778515,10,0.039807239,0.194957029,0.97294913,0.01,3.5,0.128342844
36027060202,1.731905077,0.084795397,11.11541718,25,9.966687083,0.001,0.06204976,0.001,0.774149768,0.08723353,0.013196151
36027070101,1.910701484,0.149940563,13.00621822,19.47233456,1.951831186,0.077463684,0.072067461,0.002993299,0.646860704,0.001,0.141252682
36027070201,1.551622403,0.035624468,18.77108563,1.508035499,10,0.023303422,0.255125805,0.001,0.403345764,0.19226862,0.15
36027070401,1.490092455,0.15,18.94176305,25,0.001,0.001,0.086592272,0.001,0.113402887,3.5,0.15
36027140101,1.913934706,0.15,19.6579528,1.240516408,4.902724227,0.163966753,0.100802002,0.002096967,0.324488014,0.014737795,0.15
36027140500,2.119145335,0.05846931,8.955251875,3.081657259,10,0.206274027,0.161806494,1.460012896,1.869110988,2.735392068,0.020096624
36027140602,3.342757467,0.121421831,21.83628173,16.68864061,8.593243263,0.029384197,0.087475364,0.93774894,2.569911122,0.857137914,0.093417295
36027140801,1.418155972,0.15,24.59180649,0.002378475,0.002847481,0.40289596,0.131307407,0.067419289,0.016929981,0.001,0.149970675
36027150003,3.5,0.119366094,25,1.571835474,6.157427006,0.086647241,0.184093683,1.261745877,0.01,3.5,0.043132788
36027160003,1.911320797,0.076663019,17.67304115,25,0.065628553,0.101144615,0.120670422,0.019296579,0.438192248,0.001,0.092628068
36027190301,1.815410071,0.090521201,8.683281728,9.535719256,8.296481872,0.250637521,0.092227401,1.059941872,2.988515201,2.317559204,0.079395756
36027210201,3.317874199,0.15,18.04806083,8.584138935,6.929676451,0.238485155,0.108356496,0.001383794,0.286916445,2.289117108,0.15
36027220100,2.351950159,0.15,17.77694079,2.041635377,5.565445878,0.122861449,0.109372459,0.041960286,0.277817949,2.98401091,0.15
36027220700,1.835352096,0.097299867,23.02207256,1.871173307,0.002360487,0.025634709,0.150159355,0.23315492,0.239633499,0.783530328,0.147247794
36039080100,2.268636654,0.15,14.6442694,25,6.624805791,0.001,0.08896889,0.01430281,0.467674554,0.180801953,0.15
36039080600,1.644754585,0.067200439,8.551576291,0.001,0.274708493,0.070259598,0.112703776,0.845816985,1.987372885,1.801849586,0.058916935
36039080700,1.761669155,0.1499999,13.03368861,2.065398315,2.691666042,0.183386775,0.075120953,0.007191363,0.543838193,1.348328843,0.15
36039080900,1.642645585,0.15,17.20613338,3.132123885,0.001,0.094712349,0.096533829,0.063513006,0.209720267,3.368662622,0.149962046
36039081000,1.923367027,0.121349315,10.3320442,2.327019349,9.994633519,0.371543891,0.060025286,0.001552442,0.897381144,0.001,0.099471484
36039081102,1.330231517,0.149932103,25,10.15216416,10,0.010986769,0.176930799,0.001,0.085276989,0.849752038,0.057610595
36047000301,2.765853196,0.093505735,25,0.022427979,0.001,0.999398243,0.153196189,0.037757322,0.01,0.665288839,0.038426867
36047000700,2.11186699,0.15,14.84720474,0.478579306,0.809408445,0.580204462,0.086426989,0.116453914,0.390318773,1.555293281,0.15
36047003400,2.099475444,0.104138206,21.50637843,10.78143665,9.999431202,0.001,0.153254233,0.316952446,0.27758894,0.061531622,0.00300567
36047003800,1.646976169,0.139304625,21.13751554,0.001,5.865771663,0.555450462,0.111000593,1.03900294,2.363108326,1.595713454,0.047121949
36047004400,2.942244886,0.112146039,10.94644651,21.79072275,4.396629211,0.668130019,0.058570249,0.731797517,1.731013614,0.489748676,0.003680028
36047004600,1.859404016,0.054594307,25,0.001,1.840180261,0.942533345,0.075614744,0.514172412,0.779179352,1.010453796,0.061426779
36047004700,2.284329369,0.143429732,11.11302019,11.92962009,4.968340272,0.561364898,0.067474786,0.001,0.811706186,1.200654991,0.13692371
36047005000,2.123731343,0.05460022,19.3414348,0.004985416,4.456810129,0.380457756,0.083917253,1.326831232,0.60085586,3.173212134,0.107557269
36047005201,0.098881565,0.141389699,25,1.728883472,10,0.006747718,0.144871787,0.001,0.015512084,3.495597505,0.001826715
36047005202,3.035366296,0.07694281,20.06214231,12.13635329,1.30579134,0.348600013,0.109777804,0.220883752,0.704707617,0.815224757,0.125912889
36047005300,2.763982027,0.149848823,13.78896579,6.515679746,7.384793089,0.173350901,0.116917677,0.168247702,0.042751522,0.281005273,0.077128681
36047005400,1.693269588,0.10839638,17.091454,0.41253184,0.219822905,0.248491249,0.140600609,0.001,0.45378119,0.15017481,0.15
36047005601,1.859737272,0.097065985,12.26236129,12.32369345,5.466328335,0.885821436,0.111891192,1.354703092,2.074412059,1.810613819,0.056754337
36047005602,2.585127919,0.093337185,25,1.384804984,0.001,0.023073937,0.163901398,0.050888663,0.010385858,2.374508242,0.067531955
36047016200,3.5,0.15,22.30946189,25,0.001,0.001,0.11261634,0.001,0.041536126,3.5,0.15
36047016800,1.703975096,0.113332326,16.61652317,16.45777033,4.447166788,0.410497819,0.063322567,0.305083216,2.812167962,2.743583644,0.057950483
36047017400,1.828532785,0.020957862,20.14909746,25,5.87872332,0.001,0.061827435,1.705209291,0.265383528,3.139851453,0.15
36047017600,2.618592815,0.053605805,15.57611129,0.001,7.757264484,0.02663612,0.070208928,1.518029619,1.820075804,2.353966713,0.119835086
36047028000,2.880774673,0.137921154,15.76015022,17.30675524,0.852675237,0.215626386,0.07604142,1.381968633,2.068416291,1.796335516,0.06543997
36047028200,3.047182126,0.087292545,13.00792577,10.43887886,5.9892405,0.46524307,0.08432587,0.462172558,2.568549908,0.660509453,0.055319701
36047028600,1.453922303,0.100218786,23.80562641,0.449019237,0.003179169,0.074037851,0.188422814,0.001,0.277338042,1.451197098,0.149974224
36047029200,1.486920807,0.142159416,19.7304762,1.931647794,9.999997971,0.201368779,0.136481494,0.001092955,0.320003038,3.46076625,0.008987782
36047029400,3.255290797,0.15,22.31251609,2.426068951,6.129018015,0.19519639,0.109576718,0.014869639,0.011898535,1.81119344,0.15
36047030400,3.180706609,0.15,22.07460469,21.21428495,6.696676576,0.001,0.093892563,0.00534303,0.010405464,0.026455724,0.15
36047031400,2.11165579,0.088255997,15.24228919,12.36611881,2.283340774,0.060576444,0.083617601,0.001,0.470372864,0.092068251,0.15
36047033000,2.177855895,0.037469821,22.49336332,0.886315564,4.523280718,0.014771848,0.205435001,0.305076548,0.105325718,0.001,0.129501368
36047033600,2.089627224,0.15,6.771138794,6.156348241,1.258615204,0.357704689,0.025999304,0.47775852,0.015236715,1.24412782,0.15
36047061002,3.07547015,0.15,18.05318531,9.714512207,0.001164312,0.202502256,0.126808714,0.057178762,0.335571711,0.532702953,0.15
36047061600,2.3055091,0.149699813,10.65151587,23.93370615,9.614305918,0.16982557,0.085364819,0.002146385,0.05720054,1.642917503,0.127184524
36059300100,3.5,0.15,12.45054927,25,0.444027605,0.340208186,0.06399119,0.00165296,0.391641373,0.015690715,0.15
36059300500,1.763028178,0.078073548,8.46045309,0.001,10,0.099235184,0.035448078,0.001,1.467888336,0.001,0.15
36059301000,1.746805482,0.077784691,7.954358725,0.080629611,1.477725359,0.001009416,0.029192818,0.001,1.018760261,0.123459403,0.016893256
36059301101,2.620338979,0.077750792,8.821307722,0.001,1.650594297,0.019751284,0.037843797,0.002657979,1.029337532,0.109455681,0.116414233
36059301200,2.020600027,0.100733657,8.961563295,0.001,6.181968988,0.019448119,0.03816469,0.001,1.125069223,0.017158768,0.15
36059301500,1.764091365,0.103038489,7.436017718,0.001,5.833427979,0.042144105,0.027222757,0.001,2.116192399,0.020593921,0.15
36059302000,1.976508933,0.15,10.7640741,6.851561628,9.956354387,0.035806099,0.049329783,0.068341646,0.348363264,3.493620313,0.15
36059517000,2.767856554,0.149982038,11.24993705,25,0.001,0.123815645,0.069598399,0.055673654,0.740827509,0.496361898,0.052966575
36059517101,3.492318292,0.095669177,19.63045538,25,0.001,0.423754357,0.121375089,0.046119917,0.379652181,2.52858995,0.011300684
36059517400,1.801823971,0.15,15.04516245,12.80196636,3.87130155,0.005605441,0.065303289,0.001,0.449008707,0.001,0.15
36059517500,3.426702146,0.054597311,20.25108145,0.001,3.748157625,0.121502499,0.077334719,0.003912751,0.364084141,0.247050694,0.030641728
36059517801,2.027923422,0.149998774,10.41323406,22.66423919,9.931346738,0.009746734,0.04463105,0.096721048,0.02925528,3.063169442,0.149977323
36059517901,1.841335375,0.101987603,15.70276575,0.006300671,9.999891056,0.001,0.018784457,0.02155321,0.01,0.054499682,0.149937056
