census_tract,Surge_threshold,Rain_threshold,alpha_d,alpha_a,alpha_p,alpha_r,mew_a,mew_p,U_rate,POT_S_max,POT_R_max
36059517902,1.97378789,0.128428403,7.34783736,25,2.167039651,0.665085265,0.03700163,0.092773151,2.223525794,3.213005487,0.121017447
36059518000,2.59963571,0.091379817,24.24534545,5.601789443,0.001,0.54109195,0.05046815,0.843618056,3,1.5577827,0.032578401
36059518201,2.967340427,0.15,15.03535997,25,1.716896309,0.17476129,0.098200444,0.036817611,0.504836269,1.045313059,0.15
36061000700,2.591629019,0.149996784,16.60964834,0.332403686,7.10036619,0.508626137,0.090859545,0.001,0.233936397,1.382753936,0.149992203
36061000900,2.391340131,0.149596448,17.69436772,1.865215575,1.177335863,0.830305893,0.114573757,0.143869675,0.187619132,1.361843693,0.15
36061001300,2.090024787,0.134330695,12.20106565,1.467647681,0.00876453,0.973060172,0.076730481,0.259009091,0.611805065,0.207431486,0.149457526
36061003700,2.12096109,0.141056544,9.527506299,25,9.973775287,0.097459066,0.048499594,0.005055167,0.899743093,0.730700543,0.149855367
36061003900,3.352409132,0.123091481,10.80192176,13.40851102,0.016733623,0.511797958,0.07652197,1.66282135,0.938577446,0.046214824,0.023514515
36061006900,2.70136,0.127773688,10.20185467,4.422780722,3.621810746,0.057827691,0.054160678,0.068817815,0.811196602,0.020152785,0.125761408
36061007500,2.91067291,0.15,12.39075261,18.08786978,8.757508096,0.086338449,0.064830607,0.011944548,0.180146407,3.431189123,0.15
36061007900,2.665218658,0.15,16.67195455,3.663470992,8.148442431,0.247802698,0.087006124,0.002024127,0.010000795,3.1155247,0.15
36061009900,2.123751787,0.122589208,7.685127823,4.84772215,7.46987022,0.708227061,0.044675049,1.20666061,2.054836968,0.001,0.025767517
36061012900,2.902075637,0.15,23.10830904,15.12214888,4.729520712,0.351261967,0.159320625,0.008743727,0.305839644,0.499380048,0.15
36061013500,3.11105276,0.080037615,14.83305724,5.716664501,6.822967277,0.316197571,0.172851367,1.352464714,1.619916892,1.029215296,0.101973152
36061015100,0.949753181,0.121275449,21.68573081,0.798629653,10,0.068989598,0.155768974,0.001,0.284803416,2.379687033,0.09193662
36061015500,1.547306183,0.073343754,18.91926821,0.001,5.882052809,0.001,0.193410907,1.262873919,2.404654438,3.5,0.064200243
36061015900,0.190705865,0.05021533,25,1.759068066,0.001,0.001,0.257560699,0.018640072,0.01,3.499780267,0.112023584
36061016300,1.752926272,0.119279202,22.26362116,0.585880699,10,0.084560558,0.169118651,0.938844456,0.29929893,2.305123573,0.059812988
36061016700,2.115995104,0.074081676,19.92558965,19.2451676,4.103239781,0.452155115,0.164592517,1.936005013,1.673628561,3.216484187,0.074740275
36061017100,3.180459329,0.079226891,21.70976747,14.54828005,2.706259655,0.860431049,0.170100621,1.880609392,1.059236779,2.036490179,0.023831283
36061017500,1.646993772,0.085001332,15.16521627,0.001,7.088167605,0.995186468,0.334673141,1.545078339,1.447684621,0.20270636,0.039177699
36061017900,1.418571587,0.15,25,0.001,0.001,0.474475411,0.224115235,0.072310845,0.01,0.001,0.15
36061018300,1.571586869,0.127491821,23.97943546,0.001,7.15320734,0.001,0.235283053,0.907305685,1.305600423,3.5,0.055365167
36061018700,1.650402219,0.126871667,15.99807158,7.746619768,2.911649968,0.19373918,0.326345817,0.264902,0.69029007,2.368267437,0.026618724
36061019100,2.189569392,0.110395363,21.00169681,17.4596829,1.98213608,0.574307357,0.19249241,1.338613388,1.098453741,0.205455709,0.053487988
36061019500,0.00146694,0.099580187,25,0.001,0.001,0.994544825,0.205760589,0.032190027,0.01,0.91915895,0.005461929
36061019900,2.093369946,0.077314237,14.79584866,24.87178694,7.544570544,0.924376159,0.149270601,1.414180444,2.453844268,0.478174616,0.096533029
36061020500,2.521067892,0.080631304,18.80681363,15.77717873,3.801062998,0.690231815,0.214406441,1.239497694,1.368392381,0.826112014,0.105119482
36061021100,2.641185972,0.076876567,16.95923308,5.977099008,5.159827663,0.153286088,0.209183299,1.063387979,1.442526895,2.512115492,0.094460581
36061021900,1.603859782,0.109304894,25,0.001,0.001,1,0.141909703,0.100668492,0.01,0.001114361,0.001
36061022301,2.530172943,0.07329678,16.78546726,10.79914681,4.849808577,0.180538339,0.15491203,1.777838573,1.089540766,2.864888036,0.024151397
36061022302,3.199095102,0.07998594,10.15910488,1.35394954,4.616339092,0.379744248,0.184779285,0.989361385,1.944126339,1.638711391,0.072851572
36061022500,2.380136193,0.079995185,12.25874342,20.86383477,10,0.690290397,0.179786416,1.003505947,1.352210358,0.743821814,0.108523418
36061022900,2.053308289,0.119349899,25,0.004163673,0.103570316,0.837903174,0.306562792,0.034300916,0.01,0.028620766,0.002084102
36061023300,3.499976583,0.114646957,25,5.678522547,4.226427219,0.004074123,0.20518545,1.625013938,0.01,3.5,0.02326667
36061023700,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
36061024100,1.949047994,0.0798727,12.95257794,7.538238607,0.258791224,0.54720468,0.181886574,0.487340972,0.726685707,3.308999271,0.036601474
36061024700,3.499272908,0.112057943,25,0.001208221,0.001229073,0.99964811,0.362761525,0.302214757,0.01,3.5,0.001
36061025500,0.17214233,0.018040577,25,0.001,0.001,0.999716176,0.211388198,0.03823111,0.01,1.11597253,0.061284654
36061026500,0.254138414,0.105606744,25,0.001,0.001,0.616262643,0.276461999,0.030492236,0.01,0.895738196,0.002877181
36061027300,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
36061027500,2.633438379,0.099514541,22.32438065,11.85175644,0.18699876,0.677877757,0.182139888,0.064790213,1.636099218,0.909799708,0.07983329
36061028700,1.421965835,0.14348451,25,0.001,0.006428681,1,0.205239804,0.137750071,0.01,0.001000104,0.142307274
36061031703,3.453827227,0.098293726,13.86194103,19.14403201,2.797154101,0.729016854,0.104707542,0.311336393,1.583605338,3.154561862,0.120243203
36061031704,3.023549038,0.113938559,14.00636255,2.592047279,1.599074123,0.050514189,0.082467213,0.0027464,0.570820197,0.006825605,0.136372676
36071000100,3.266436164,0.082779829,23.53096737,6.533446417,10,0.001,0.174014458,0.344490511,0.266646055,1.74263342,0.014348607
36071000400,2.082928059,0.15,15.90674368,0.001,2.890642349,0.864463907,0.132980849,0.068961507,0.504592125,2.246800119,0.149913971
36071000501,1.687194339,0.093421564,10.22636776,24.8852893,4.813238103,0.310091813,0.288476574,1.952302381,0.866473384,2.336579559,0.122322593
36071000502,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
36071010102,1.706111578,0.088671434,13.40667496,9.920887955,1.389296042,0.015055689,0.078165498,0.001815394,0.514029494,3.5,0.13565614
36071010200,2.688573689,0.066102865,24.85782123,12.28852323,0.853322896,0.60725874,0.098672447,0.965309504,1.759454479,1.21741852,0.080707418
36071012700,1.10817585,0.080270535,25,0.202785264,0.001,0.112069222,0.185197819,0.028071962,0.01,3.498797771,0.133133161
36071012800,2.717854065,0.061147651,9.75555795,4.501444284,7.473558482,0.927680918,0.078013508,0.797180977,2.556481144,1.138737521,0.133880928
36071012900,1.62866149,0.079362255,15.35032101,25,0.738792194,0.037184098,0.094711958,0.030777196,0.532312973,1.663528821,0.047431803
36071013100,1.690892872,0.076515585,12.18567945,25,1.114077105,0.001,0.068089988,0.001,0.608304663,0.271034919,0.072437753
36071013600,0.207515444,0.109824814,10.51946283,23.52094817,1.43284283,0.701127766,0.201140664,1.781450209,0.321151391,1.686431401,0.15
36071013700,1.763011447,0.142071605,25,0.129568848,2.225241585,0.195049653,0.147106819,2,0.013046931,3.5,0.001
36071013800,2.748729606,0.130815834,9.381706318,22.60411298,8.873898928,0.790774216,0.08832982,1.485239408,2.329046933,3.378927803,0.095799886
36079010600,1.906462292,0.15,13.34219104,14.63942575,5.916762877,0.246745495,0.055784586,0.007990962,0.475558073,0.00619565,0.15
36079010700,1.847958848,0.15,12.75062761,0.464772319,5.625252672,0.240106173,0.064333371,0.01479228,0.324020507,1.263275729,0.15
36079010800,1.911173005,0.15,10.12645112,2.759572089,2.35102064,0.999780309,0.054379932,0.121233277,0.970715139,0.142578495,0.149986512
36081091601,2.106571309,0.13461391,10.32699743,24.50914399,0.148699775,0.370449209,0.088166149,0.074782586,0.530978652,0.046789475,0.149979205
36081099703,3.499790841,0.079061498,13.40851955,0.001,2.14165887,0.202687419,0.07558944,0.001,0.63806504,3.5,0.032765032
36081099705,1.763266265,0.082261505,13.41037386,3.018922759,1.717241203,0.538380454,0.075452607,0.002353473,0.646304925,0.001,0.138306876
36081109300,1.909391765,0.115457402,12.87941898,25,0.794766982,0.513995183,0.080388233,0.036138708,0.704886033,0.005097929,0.001157612
36081111300,2.507914756,0.124512752,18.27940258,7.406406142,8.184293919,0.643504124,0.071007125,0.001,2.423904319,3.5,0.064382079
36081148300,2.000506844,0.15,6.21765134,11.13350952,10,0.008166202,0.009551742,0.409438317,0.018061622,2.452234164,0.149914882
36083040400,2.698063284,0.091880913,19.49999129,9.788683367,9.188682674,0.182751157,0.085899601,0.380301029,2.50493335,1.433172066,0.020403537
36083040700,1.911087365,0.149933658,15.13411376,0.125019649,5.984955826,0.207135521,0.069828111,0.061599207,0.252816929,0.001,0.144064559
36083040800,0.441698093,0.120178894,9.197478301,25,0.466872164,0.001,0.039399737,0.02307791,0.358919738,3.5,0.137472429
36083040900,1.324541902,0.105888111,4.19267306,0.001,1.144515534,0.003439867,0.014687032,0.016052007,0.01397535,0.75655991,0.049812051
36083041000,1.716143788,0.09011893,17.9450686,4.615575905,0.400224838,0.540369229,0.034023978,1.878782715,2.476961901,1.071128207,0.021252377
36083051500,1.990337798,0.110891426,19.14519732,15.64998941,1.238793096,0.306743286,0.01978368,0.648528409,2.005799045,3.053977617,0.00398908
36083051600,3.487442584,0.15,23.15045075,25,7.583539729,0.006345708,0.106195391,0.001,0.01,0.713415188,0.15
36083052301,2.035753264,0.06541143,11.09592141,9.883391307,6.629494724,0.810253311,0.130965032,1.581642535,2.681630326,1.847625324,0.072007013
36083052404,3.391747112,0.06757436,21.31383687,8.026261841,0.126928357,1,0.122655227,0.138487104,0.338925407,2.585201264,0.001
36083052501,1.976040438,0.107470277,9.405197835,3.776316367,6.289315163,0.124210939,0.093991412,1.491772289,2.026130814,1.323885678,0.046903265
36083052503,0.532825755,0.134823119,10.68728221,16.35213264,0.001,0.001,0.047770698,0.001,0.090476938,3.5,0.140790218
36085000300,2.527839557,0.15,20.75290535,1.667166031,5.946825605,0.646624183,0.121373871,0.001,0.096306239,1.545885349,0.15
36085000600,2.170984496,0.15,18.67057622,1.313204253,2.337048296,0.038244115,0.094358774,0.103897715,0.023869437,0.607734174,0.15
36085000700,1.636011509,0.086214354,18.73560008,0.001,0.001,0.041793006,0.162379756,1.142525446,2.870321093,0.964967934,0.089480069
36085002100,1.841258077,0.149538373,13.72002672,1.786104037,1.018470601,0.229347785,0.074497637,0.101787215,0.404761354,1.085873604,0.049971201
36085007000,2.057502703,0.11991118,13.80895522,6.121926756,0.001,0.222709428,0.1090206,0.083374861,0.593499087,0.666663569,0.14996731
36085007400,2.656992509,0.15,16.96316429,2.838397814,1.334625566,0.265337157,0.139329572,0.03593084,0.405009319,0.412847399,0.149997046
36085008100,1.645317481,0.094487369,17.30739998,0.001,6.280239796,0.229061934,0.117096815,0.326622633,2.796695873,1.949683559,0.136792991
36085009700,2.655478828,0.15,10.64041061,2.964957974,0.00913448,0.05864038,0.048207758,0.068464565,0.106115943,2.684169956,0.15
36085011201,2.162344632,0.149733424,9.153513629,6.070320343,1.565979169,0.614016828,0.067093405,0.087056476,0.060875427,1.239774857,0.109773922
36085011202,2.714748691,0.149713904,5.450983599,5.891345146,9.987197553,0.317223952,0.001,0.035332571,0.01,0.182064734,0.110320238
36085012804,2.546712811,0.15,7.322197903,5.375578802,4.663983844,0.873036499,0.018943831,0.092991263,0.01,0.750832559,0.15
36085012805,2.079511457,0.137097078,16.53081306,2.0176641,4.912722583,0.232823052,0.132396818,1.559536125,0.37795271,0.5504071,0.040258842
36085012806,2.801098711,0.132387075,10.67703672,4.940787696,1.196942209,0.652908732,0.073107628,1.271713686,0.78174616,1.771048764,0.119294386
36085015603,2.139620422,0.149880972,7.291123976,7.75006657,2.412007812,0.112487711,0.031806094,0.184519805,0.017905471,0.402377484,0.098679177
36085017600,2.694078936,0.07538434,7.956003179,3.403585275,9.998339141,0.008982207,0.030375844,0.097583016,0.963168676,0.010576387,0.044841008
36085019800,1.746002337,0.074828047,9.887456004,24.82179258,10,0.001,0.047212442,0.040630993,0.454888774,0.126447257,0.038236672
36085020700,2.03392682,0.103212329,24.96838327,5.439706567,10,0.011814821,0.180713296,0.283515202,0.199540188,0.261494271,0.024788833
36085020801,1.622060735,0.043204827,18.44374793,25,3.428307243,0.001,0.086285728,0.535065314,0.365215448,0.329955126,0.15
36085022300,2.317454449,0.15,14.54297277,5.515158462,7.745657956,0.58002704,0.075949556,0.001,0.402806543,1.939145247,0.15
36085022600,2.680789372,0.15,16.75187869,24.99959886,0.127247738,0.05175375,0.085061557,0.021256861,0.21973499,2.985325638,0.15
36085024401,1.453337537,0.041963681,12.90843194,17.39318676,5.854940175,0.004335035,0.067835946,0.895522444,0.62163336,3.5,0.149989662
36085024402,2.164702901,0.15,6.538057525,0.831576885,0.001,0.077573895,0.014483596,0.06916876,0.093925083,0.983302909,0.15
36085024800,2.622650434,0.15,13.0518257,5.460192008,0.082565896,0.058198837,0.065689486,0.029302468,0.049437943,2.619947742,0.15
36085029102,2.216144128,0.139102688,20.89412322,17.5798194,0.001,0.021248611,0.157236275,0.070728311,0.235446146,0.521287162,0.15
36085031902,1.854421452,0.15,16.97183108,3.410146658,1.52525985,0.113059424,0.095458624,0.033235956,0.201393111,3.072191969,0.15
36085032300,1.637856827,0.121259493,17.15783086,0.001,6.370831824,0.484258041,0.084785953,1.598363083,0.452022607,2.05344184,0.021958558
36087010101,1.646808984,0.087341231,22.63648732,0.001,3.441208278,0.703403503,0.075710616,1.498174985,1.833692258,2.798422633,0.050012169
36087010200,2.000042975,0.15,19.63354486,9.435270121,0.500813669,0.099134396,0.144566449,0.277735627,0.297916228,1.30769523,0.149771142
36087010602,1.911896326,0.15,16.47331365,0.125815893,5.149372103,0.088388865,0.08261226,0.011031274,0.274267674,0.001,0.15
36087010701,3.401805279,0.13969779,13.1065055,0.001,2.357639543,0.804081833,0.121930693,0.968037293,1.69316406,3.455193707,0.112318729
36087010703,1.2844429,0.08919454,25,4.838059708,0.001,0.011599308,0.144903063,0.035797884,0.030218468,2.583566913,0.041396579
36087010902,3.49992944,0.082689449,17.84246,25,2.219024766,0.145374065,0.11031504,0.010127998,0.427116115,0.052340351,0.108553909
36087011000,1.754717068,0.15,15.20067131,25,1.06550396,0.048446255,0.08020788,0.001613149,0.295529683,3.272627089,0.15
36087013003,3.394765513,0.15,12.73339405,10.54606179,9.984496033,0.038318335,0.054372869,0.043950279,0.010106194,0.200229017,0.15
36087013100,2.0505637,0.15,19.43951662,2.822045192,4.507614867,0.027679312,0.103771195,0.017121534,0.027867343,0.879707856,0.15
36087013200,2.047821675,0.15,16.4489624,8.048784573,0.034386212,0.023738767,0.082174199,0.029954298,0.061000669,2.517885633,0.15
36087013300,1.877282223,0.115614156,15.84470089,14.09641921,10,0.168975457,0.130516146,0.258290791,0.443199073,3.408018101,0.15
36087013402,1.714719915,0.077130336,11.20189693,4.74698132,9.999487575,0.016417069,0.059615247,0.001,0.650318959,0.267801746,0.033619802
36103110101,1.759106151,0.11149333,21.99830974,22.74529894,10,0.014103131,0.14204538,0.001,0.282226913,2.976537484,0.149980676
36103110102,2.013996583,0.110671459,16.50904389,25,10,0.397907275,0.105641607,0.001,0.480908798,0.001,0.148620117
36103110300,2.104696948,0.15,12.22722302,0.784209046,10,0.146842934,0.042019016,0.10249331,0.334123073,0.022265756,0.149958899
36103110401,2.075047486,0.15,12.75549312,5.896108209,9.380852642,0.004833987,0.048261471,0.097111445,0.011178792,0.572978931,0.15
36103110402,1.910618042,0.15,16.16630292,25,6.730350136,0.054290827,0.060942688,0.001,0.316955197,0.001,0.15
36103110501,2.704435142,0.15,9.295701697,7.904274768,9.998938941,0.069914002,0.039327467,0.083063606,0.042873871,3.363020747,0.15
36103110600,2.030844604,0.108890827,10.48731688,0.001,6.673253643,0.119012773,0.055326684,0.001,0.948471517,0.027438353,0.149378289
36103110801,1.990566128,0.15,7.299584265,17.76256322,10,0.146984092,0.008364693,0.001,0.01,1.275215601,0.149855582
36103110803,2.112331742,0.15,13.17261907,7.748146539,10,0.383937107,0.052021648,0.054385701,0.316013587,0.029596699,0.15
36103134703,1.954923498,0.15,20.68007001,0.001,0.001,0.008090609,0.062065895,0.032147536,0.241777652,0.001863689,0.15
36103134704,2.931502822,0.111364343,11.44783243,19.98599445,0.245359722,0.296025084,0.097921242,1.640691474,1.768775057,2.305869549,0.055583094
36103135004,1.991149349,0.141890604,8.222870045,25,7.574049107,0.978444958,0.039541983,0.621103027,1.589895678,0.95697346,0.143456398
36103158001,1.745018575,0.075406451,7.412257902,25,10,0.001037433,0.025129587,0.001,0.765241916,0.207818123,0.055132215
36103158002,1.649831665,0.15,15.74824628,0.05698166,2.767139447,0.001,0.056267706,0.017078377,0.013388906,0.449601519,0.15
36103158207,3.486355996,0.085616324,16.25468204,22.3214251,2.209121032,0.015928264,0.099713826,0.013354307,0.399125885,3.479120716,0.1350177
36103158304,1.982792047,0.149861707,14.59659959,2.714307444,9.38962919,0.001,0.059337757,0.783674759,0.019478649,0.194012921,0.048550499
36103158317,2.087243259,0.054595019,11.24219632,0.001,0.409959336,0.404387664,0.083201529,0.799329256,2.736988136,3.388880748,0.111498556
36103158402,1.67064926,0.140028876,9.964514068,12.95751514,4.714588964,0.210399435,0.082114418,0.747083617,3,1.707481571,0.105022162
36103158407,3.5,0.089474733,13.90664342,22.0166674,2.432188289,0.558843098,0.082834559,0.002666441,0.622824561,0.931135432,0.059087544
36103158408,3.5,0.147303122,20.7636908,0.001,9.854608311,0.971394099,0.087223771,0.738254116,0.352059153,3.5,0.042053513
36103169701,1.701004641,0.123026996,17.40566332,0.001,2.032264689,0.001,0.059114727,0.06284567,0.024873301,0.281626317,0.15
36103169703,2.365966208,0.085596679,15.12418832,19.41525126,2.822167002,0.001,0.069074377,0.001550322,0.024195693,0.345770139,0.15
36103169901,2.550049804,0.124125272,16.09886584,13.47274918,6.780198065,0.001,0.077028248,0.001,0.023565131,0.240326463,0.15
36103169902,2.975055448,0.149992335,9.894945487,10.28755073,3.18869013,0.025790328,0.050774368,0.001,0.440217439,0.095221217,0.15
36103170001,1.952770085,0.149992249,9.085525092,7.624486602,9.917552493,0.120996117,0.03025261,0.199802632,0.130719814,3.265189449,0.15
36103170002,2.004555518,0.15,6.718813966,0.001,9.638535409,0.055137982,0.014238477,0.365231111,0.109341852,2.704760673,0.15
36103170201,2.032926218,0.149991931,8.673525865,25,7.976755896,0.048605666,0.0339863,0.045665103,0.059798999,3.024021341,0.15
36103170202,2.261130347,0.120991213,16.45514791,25,0.011586061,0.016752444,0.117328365,0.144153665,0.226551714,0.572680486,0.149800785
36103180300,2.006097384,0.147964023,7.027994637,25,8.370110908,0.077853688,0.022476959,1.735035018,0.924761557,3.5,0.1187557
36103200902,1.756325117,0.15,8.900146135,17.95741995,8.226797271,0.073668489,0.03633994,0.005749991,0.712645505,3.498275038,0.15
36103201001,2.533028306,0.098549193,6.398915358,10.58288652,1.9258989,0.001,0.01331735,0.009987127,0.086878834,0.189898001,0.15
36103201003,2.707432233,0.121071413,16.13966186,25,10,0.106559795,0.110959902,0.001,0.410510746,3.213386504,0.07220498
36103201004,2.16126992,0.065518493,6.032869106,25,10,0.001011032,0.015650855,0.127360446,0.113317574,0.133888054,0.066949108
36111950100,2.454849594,0.105891366,7.848328144,24.7170774,5.598379653,0.65798109,0.077834704,1.43055719,2.629267278,3.295955398,0.134308821
36111950200,1.711775637,0.15,16.12942629,2.012578497,10,0.129971022,0.089429763,0.001,0.164069379,2.044121717,0.15
36111950300,1.428731623,0.142626607,23.28336064,0.851901015,0.80710091,0.041151458,0.138266189,0.804387128,0.156084487,3.5,0.004658446
36111951300,1.647092379,0.118476303,0.001,25,10,0.001084841,0.103481835,0.001,0.027594607,3.499721131,0.00336989
36111951400,3.252681662,0.120517699,24.99787277,14.28860251,4.784930953,0.479403739,0.301762441,0.069831818,0.231809455,2.180458428,0.103198925
36111951700,1.992577973,0.15,14.53129406,0.908152011,8.213746815,0.749532966,0.081077329,0.001,0.454591336,0.107088694,0.15
36111952500,1.911612785,0.15,21.48999865,18.2511127,4.839008379,0.069177869,0.1048433,0.001717867,0.31190263,0.001,0.15
36111952600,1.930239828,0.119222789,17.9930305,20.10839812,6.001872746,0.354004794,0.066590386,0.96784815,1.447149854,2.176491461,0.086768443
36111953600,1.294410911,0.15,24.8970516,25,10,0.001002388,0.154552104,0.001,0.045109672,0.803389327,0.149960756
36111953700,1.446373722,0.15,17.99587969,25,0.001,0.00349218,0.08927608,0.002120736,0.12292789,3.5,0.15
36111953800,1.756467168,0.120997418,15.53513983,3.475139213,10,0.390198015,0.117041453,0.001,0.524265388,1.859153155,0.076625265
36111954900,1.895237709,0.121369908,8.786897072,25,1.646057613,0.961785958,0.051455937,0.051667727,1.452650137,0.02145848,0.001
36119000103,1.74267755,0.093498531,24.99715053,0.001,0.001,0.978793391,0.216779785,0.057279093,0.01,0.042075712,0.001
36119000202,0.180154214,0.034178267,25,2.407256174,0.00265527,0.003884316,0.181780582,0.028013648,0.01,3.357966867,0.148719567
36119000203,2.508885456,0.140377316,13.10270177,9.747688878,7.312162942,0.159527941,0.231485976,1.158171743,1.217766298,3.5,0.133750813
36119000401,2.697509563,0.15,23.02687045,1.353898186,8.959962483,0.088598938,0.113294368,0.001,0.031014945,1.3480617,0.15
36119000402,1.455319112,0.15,25,0.001,0.001,1,0.195237184,0.171902585,0.01,0.001,0.14988664
36119000701,3.5,0.082097232,17.79344049,0.001367419,2.364721439,0.001,0.107188279,0.002856506,0.33458813,3.5,0.066672949
36119000702,3.292261111,0.141646858,25,1.754995846,3.777786648,0.058120224,0.132018509,1.254905711,0.014333749,3.430745759,0.013391953
36119005701,1.809821982,0.080380741,14.26342292,12.60471371,10,0.001008635,0.081749683,0.001,0.36849979,0.139660085,0.01919053
36119005902,1.729438591,0.149860987,8.288246305,7.41758907,4.64158311,0.585678189,0.037146743,0.039045115,1.191074585,1.382172844,0.063998225
36119006900,3.262600094,0.112767042,17.85753122,0.001,3.948002556,0.400172946,0.117904787,0.004733971,0.399877838,3.230316902,0.060583174
36119007000,1.764312541,0.096444735,9.045902017,0.001,9.992139633,0.114983517,0.042257132,0.001,1.215841434,0.121356521,0.122753872
36119007100,1.886557179,0.114241008,21.83431655,5.740485977,10,0.216738361,0.181553897,0.243257716,0.321090168,2.602533023,0.102757283
36119007200,1.760659141,0.096943364,8.341420888,18.24768793,10,0.103784515,0.041460726,0.255750696,1.169222823,1.146896636,0.15
36119007402,1.854442531,0.15,7.900286312,4.871112841,0.001,0.111669336,0.012259837,0.001,0.01,3.146700346,0.149979047
36119007500,1.801082029,0.094502156,7.930500429,0.001,2.620482308,0.126545033,0.03246019,0.001,1.699495574,0.001,0.145748283
36119007600,1.732561999,0.077760596,9.019941661,20.04284022,10,0.012907308,0.048188388,0.255550617,0.801973917,0.375188115,0.064108846
36119010300,1.764871235,0.09255231,23.78828508,2.318793329,0.00712826,0.001,0.146696028,0.103035046,0.073905906,0.102752168,0.15
36119010400,2.165632303,0.15,18.61281925,1.591057944,2.13223697,0.378654369,0.101914454,0.003425749,0.328918707,0.476814655,0.15
36119010500,3.217760115,0.05460203,20.8118434,0.001,0.350050378,0.358473743,0.09323062,0.054810859,0.351313678,2.125647584,0.026637523
36119011300,2.046343834,0.079606891,10.63767612,0.001,2.940468467,0.040055342,0.051061259,0.001,0.720425607,0.014795441,0.149179284
36119011400,2.99306961,0.091353438,25,16.63542015,8.932796622,0.98900329,0.077196016,1.47398614,2.663488892,1.084040337,0.107845211
36119011500,1.727318618,0.118107871,18.10949854,12.38027219,2.050401679,0.001,0.104052382,0.012047888,0.087980278,0.249480629,0.074921594
36119011600,0.335733933,0.141690123,25,1.762670158,0.001,0.01004776,0.154179437,0.026766012,0.099496458,2.690144368,0.001
36119011700,2.00977084,0.15,15.40511652,25,0.033346144,0.001061611,0.076940318,0.053533797,0.048666502,0.977703052,0.149994536
36119011800,1.648003692,0.075858766,11.83472365,17.53378987,10,0.006282001,0.063091548,0.001,0.532485392,0.797753817,0.053173436
36119013201,1.685855163,0.080121947,12.25185352,0.001,10,0.008364234,0.063573319,0.001,0.584055441,3.5,0.149782343
36119013301,1.633372747,0.15,17.98750896,1.481988262,0.703042623,0.021330412,0.093499638,0.002931154,0.110387432,1.136244178,0.149956311
36119013304,1.91337118,0.071630128,21.08117219,25,0.949552296,0.39432476,0.117166346,0.004334977,0.344489772,0.001418397,0.124389912
36119013600,0.897687207,0.134244415,16.32282357,16.42795902,0.500957372,0.001,0.101751209,0.028868289,0.01,1.684823588,0.107726994
36119013800,1.801764511,0.15,14.76193809,25,9.106781324,0.333591247,0.073067924,0.001,0.525977258,0.002317303,0.15
36119013900,3.185844818,0.082559116,10.68067169,19.540477,3.921855215,0.024786258,0.073456895,1.106157667,2.514748797,1.212726393,0.086334164
36119014000,2.709534789,0.074210438,8.865488575,10.35696073,6.768464145,0.025684304,0.105314978,0.722855522,2.483723233,3.289642498,0.045893593
36119014100,1.981323523,0.096615103,9.540586485,21.8764042,3.241612002,0.353805851,0.123981669,1.016660176,1.399466744,1.339713438,0.147474545
36119014200,1.924066185,0.137595671,20.99620604,3.743616383,6.780645995,0.043908114,0.135246321,1.36327832,0.248049984,0.775121067,0.111879628
36119014604,1.762662355,0.15,14.26688747,0.921713581,2.359153543,0.632774524,0.091772926,0.013881372,0.537203908,2.329037283,0.15
36119014605,2.490258112,0.129570392,19.39948624,15.37827413,9.828929425,0.395858132,0.127938368,0.854476399,1.076397863,1.868605126,0.12592251
36119014701,1.911161966,0.15,18.53594003,0.001,5.709356982,0.048143979,0.074561561,0.002925672,0.307399429,0.001,0.149976672
44009041500,3.081480067,0.15,8.796727348,21.36545742,8.78885366,0.893918916,0.041548467,0.055247542,1.259011828,0.440475972,0.15
44009051000,2.15798417,0.15,6.033537488,6.350278051,9.227713806,0.372515661,0.001077596,0.094568795,0.01,1.258467847,0.15
44009051101,2.804412464,0.148766224,5.490546858,16.07560627,0.026628103,0.064056751,0.006179518,0.057135297,2.179832619,2.059612237,0.149701997
44009051102,2.314384134,0.131968924,10.63850284,25,0.007274171,0.130317877,0.072649829,0.064521126,0.949806813,0.343345157,0.149922228
44009051302,2.339101193,0.132223179,10.72517685,25,10,0.032928005,0.0641919,0.073181699,0.114243746,0.77274659,0.15
44009051504,2.973467816,0.15,6.199986444,24.99582383,0.018219181,0.077574101,0.010538351,0.022851894,0.034920222,0.956604385,0.149975855
