36059300500,,,
,V1,V2,V3
1,1979,9,46551.12
2,1980,3,25473.82
3,1981,0,0
4,1982,3,9835.35
5,1983,2,10974
6,1984,6,96382.27
7,1985,1,500
8,1986,0,0
9,1987,0,0
10,1988,0,0
11,1989,1,751
12,1990,0,0
13,1991,1,0
14,1992,1,2223.72
15,1993,0,0
16,1994,1,19599.03
17,1995,0,0
18,1996,1,28566.2
19,1997,0,0
20,1998,0,0
21,1999,2,534.84
22,2000,0,0
23,2001,2,0
24,2002,0,0
25,2003,3,16257.1
26,2004,0,0
27,2005,1,10174.25
28,2006,4,134562.24
29,2007,5,38443.09
30,2008,0,0
31,2009,0,0
32,2010,5,46810.1
33,2011,8,35099.73
34,2012,1,0
35,2013,0,0
36,2014,0,0
37,2015,0,0
38,2016,0,0
39,2017,2,0
40,2018,4,0
41,2019,0,0
42,2020,0,0
43,2021,16,259003.61
