9001011000,,,
,V1,V2,V3
1,1979,4,1929.31
2,1980,44,93009.23
3,1981,1,0
4,1982,2,200
5,1983,2,1193.14
6,1984,8,11728.14
7,1985,9,17444.53
8,1986,0,0
9,1987,0,0
10,1988,0,0
11,1989,2,1111.83
12,1990,0,0
13,1991,14,79058.94
14,1992,158,4261033.99
15,1993,0,0
16,1994,1,750
17,1995,0,0
18,1996,35,223911.44
19,1997,0,0
20,1998,1,0
21,1999,0,0
22,2000,0,0
23,2001,0,0
24,2002,0,0
25,2003,0,0
26,2004,0,0
27,2005,4,21409.53
28,2006,0,0
29,2007,10,75889.04
30,2008,2,0
31,2009,1,0
32,2010,19,311979.51
33,2011,65,873638.98
34,2012,227,13775802.98
35,2013,0,0
36,2014,0,0
37,2015,0,0
38,2016,0,0
39,2017,0,0
40,2018,5,20766.55
41,2019,1,2268.72
42,2020,0,0
43,2021,24,170848.99
