9011702900,,,
,V1,V2,V3
1,1979,5,2427.62
2,1980,0,0
3,1981,0,0
4,1982,10,6689.75
5,1983,3,1108.81
6,1984,1,0
7,1985,7,2658.08
8,1986,0,0
9,1987,4,2501.33
10,1988,0,0
11,1989,0,0
12,1990,0,0
13,1991,18,33249.72
14,1992,1,1683.5
15,1993,0,0
16,1994,0,0
17,1995,0,0
18,1996,0,0
19,1997,2,0
20,1998,1,0
21,1999,0,0
22,2000,0,0
23,2001,0,0
24,2002,0,0
25,2003,0,0
26,2004,0,0
27,2005,4,15324.16
28,2006,1,1915
29,2007,1,2064.7
30,2008,0,0
31,2009,0,0
32,2010,14,113160.9
33,2011,6,29884.69
34,2012,141,2545280.38
35,2013,0,0
36,2014,0,0
37,2015,0,0
38,2016,0,0
39,2017,1,0
40,2018,0,0
41,2019,0,0
42,2020,0,0
43,2021,0,0
