44009051101,,,
,V1,V2,V3
1,1979,0,0
2,1980,0,0
3,1981,0,0
4,1982,1,85
5,1983,0,0
6,1984,1,0
7,1985,1,0
8,1986,0,0
9,1987,0,0
10,1988,0,0
11,1989,0,0
12,1990,0,0
13,1991,21,113469.77
14,1992,2,4867.93
15,1993,1,10560
16,1994,0,0
17,1995,0,0
18,1996,0,0
19,1997,0,0
20,1998,1,0
21,1999,0,0
22,2000,0,0
23,2001,0,0
24,2002,0,0
25,2003,0,0
26,2004,0,0
27,2005,5,40593.78
28,2006,0,0
29,2007,1,1899.56
30,2008,0,0
31,2009,1,9708.44
32,2010,24,210675.29
33,2011,0,0
34,2012,54,996483.63
35,2013,0,0
36,2014,0,0
37,2015,0,0
38,2016,0,0
39,2017,0,0
40,2018,1,15331.12
41,2019,0,0
42,2020,0,0
43,2021,1,14215.84
