9001021900,,,
,V1,V2,V3
1,1979,0,0
2,1980,6,7791.33
3,1981,0,0
4,1982,0,0
5,1983,1,150
6,1984,5,5850.05
7,1985,2,6238.8
8,1986,0,0
9,1987,0,0
10,1988,0,0
11,1989,3,3057.35
12,1990,0,0
13,1991,3,8343.49
14,1992,33,400642.15
15,1993,0,0
16,1994,0,0
17,1995,0,0
18,1996,20,111669.23
19,1997,0,0
20,1998,1,190.8
21,1999,0,0
22,2000,0,0
23,2001,0,0
24,2002,0,0
25,2003,0,0
26,2004,0,0
27,2005,0,0
28,2006,1,0
29,2007,7,37599.36
30,2008,0,0
31,2009,0,0
32,2010,3,31432.15
33,2011,24,620403.2
34,2012,64,3035749.95
35,2013,0,0
36,2014,0,0
37,2015,0,0
38,2016,0,0
39,2017,0,0
40,2018,1,2549.03
41,2019,0,0
42,2020,0,0
43,2021,8,186858.06
