9009151000,,,
,V1,V2,V3
1,1979,5,1571.83
2,1980,65,266591.52
3,1981,0,0
4,1982,15,31929.46
5,1983,2,616
6,1984,45,136059.55
7,1985,69,333450.88
8,1986,0,0
9,1987,0,0
10,1988,2,0
11,1989,7,1605.6
12,1990,2,930
13,1991,10,51537.74
14,1992,181,3648151.01
15,1993,0,0
16,1994,0,0
17,1995,15,88679.78
18,1996,40,181499.27
19,1997,2,0
20,1998,2,547.27
21,1999,0,0
22,2000,1,2708.17
23,2001,0,0
24,2002,1,11980.68
25,2003,2,0
26,2004,2,998.72
27,2005,3,14672.91
28,2006,4,289.64
29,2007,10,52846.1
30,2008,0,0
31,2009,0,0
32,2010,28,215240.34
33,2011,273,9165761.66
34,2012,281,9407433.39
35,2013,1,3049.86
36,2014,0,0
37,2015,1,0
38,2016,0,0
39,2017,0,0
40,2018,6,20668.38
41,2019,0,0
42,2020,0,0
43,2021,3,29889.22
