36119007600,,,
,V1,V2,V3
1,1979,29,43583.11
2,1980,55,306205.16
3,1981,0,0
4,1982,9,21431.64
5,1983,6,3024.73
6,1984,54,116634.15
7,1985,2,572.59
8,1986,1,0
9,1987,0,0
10,1988,0,0
11,1989,3,7930.62
12,1990,2,3431.7
13,1991,27,102076.6
14,1992,98,2547199.48
15,1993,6,6434.9
16,1994,2,0
17,1995,1,1615.04
18,1996,78,1153651.11
19,1997,0,0
20,1998,2,909.89
21,1999,3,4639.71
22,2000,1,0
23,2001,1,459.94
24,2002,4,6458.46
25,2003,0,0
26,2004,9,56169.25
27,2005,3,4108.29
28,2006,4,21138.97
29,2007,91,1005228.55
30,2008,1,0
31,2009,0,0
32,2010,29,394058.18
33,2011,76,1238004.4
34,2012,129,7320210.31
35,2013,1,0
36,2014,1,0
37,2015,1,1304.27
38,2016,0,0
39,2017,0,0
40,2018,6,223674.22
41,2019,0,0
42,2020,0,0
43,2021,97,3855562.04
