9001070100,,,
,V1,V2,V3
1,1979,4,1030.67
2,1980,4,4251.74
3,1981,0,0
4,1982,6,34586.95
5,1983,5,26790.67
6,1984,3,25600
7,1985,4,31835.15
8,1986,1,0
9,1987,1,0
10,1988,1,0
11,1989,2,1524
12,1990,2,0
13,1991,3,2310
14,1992,18,452222.86
15,1993,3,158544.41
16,1994,0,0
17,1995,0,0
18,1996,6,22133.47
19,1997,0,0
20,1998,0,0
21,1999,0,0
22,2000,0,0
23,2001,0,0
24,2002,0,0
25,2003,0,0
26,2004,1,0
27,2005,0,0
28,2006,3,17445.4
29,2007,1,4293.37
30,2008,0,0
31,2009,0,0
32,2010,4,16345.93
33,2011,25,818576.72
34,2012,52,874546.17
35,2013,0,0
36,2014,1,2501.44
37,2015,0,0
38,2016,0,0
39,2017,0,0
40,2018,3,10384.7
41,2019,0,0
42,2020,1,0
43,2021,1,28965.46
