36059517901,,,
,V1,V2,V3
1,1979,7,6802.41
2,1980,13,23555.71
3,1981,3,1982.77
4,1982,1,300
5,1983,5,235.73
6,1984,9,4923
7,1985,5,164.7
8,1986,0,0
9,1987,0,0
10,1988,0,0
11,1989,2,0
12,1990,1,561.55
13,1991,2,31814.81
14,1992,37,671952.73
15,1993,1,0
16,1994,1,0
17,1995,0,0
18,1996,12,92775.65
19,1997,0,0
20,1998,0,0
21,1999,0,0
22,2000,0,0
23,2001,0,0
24,2002,0,0
25,2003,0,0
26,2004,0,0
27,2005,7,49208.7
28,2006,0,0
29,2007,3,0
30,2008,0,0
31,2009,0,0
32,2010,9,14241.44
33,2011,7,44488.53
34,2012,67,1700324.63
35,2013,0,0
36,2014,0,0
37,2015,1,0
38,2016,0,0
39,2017,0,0
40,2018,3,53565.66
41,2019,0,0
42,2020,0,0
43,2021,2,18922.59
