9011690900,,,
,V1,V2,V3
1,1979,7,6334.37
2,1980,0,0
3,1981,0,0
4,1982,27,91808.26
5,1983,3,1833.5
6,1984,2,278.83
7,1985,7,3369.65
8,1986,0,0
9,1987,0,0
10,1988,1,0
11,1989,0,0
12,1990,2,5802.38
13,1991,2,2570.32
14,1992,4,10116.8
15,1993,2,1507
16,1994,0,0
17,1995,0,0
18,1996,0,0
19,1997,1,2243.96
20,1998,0,0
21,1999,0,0
22,2000,1,5379.53
23,2001,0,0
24,2002,0,0
25,2003,0,0
26,2004,1,1630.79
27,2005,20,416610.25
28,2006,0,0
29,2007,0,0
30,2008,0,0
31,2009,1,0
32,2010,20,343982.39
33,2011,4,24783.48
34,2012,34,1116199.73
35,2013,1,5060.53
36,2014,0,0
37,2015,0,0
38,2016,1,0
39,2017,0,0
40,2018,0,0
41,2019,1,36159.32
42,2020,0,0
43,2021,2,2835.59
