9007610100,,,
,V1,V2,V3
1,1979,2,628.8
2,1980,1,0
3,1981,0,0
4,1982,10,25745.96
5,1983,0,0
6,1984,1,13960.1
7,1985,5,7867.92
8,1986,0,0
9,1987,0,0
10,1988,1,0
11,1989,0,0
12,1990,1,0
13,1991,3,7747.72
14,1992,6,20102.85
15,1993,0,0
16,1994,0,0
17,1995,1,0
18,1996,0,0
19,1997,0,0
20,1998,0,0
21,1999,0,0
22,2000,0,0
23,2001,0,0
24,2002,0,0
25,2003,0,0
26,2004,0,0
27,2005,0,0
28,2006,1,0
29,2007,0,0
30,2008,0,0
31,2009,0,0
32,2010,2,13071.8
33,2011,12,162073.66
34,2012,27,839732.98
35,2013,0,0
36,2014,0,0
37,2015,0,0
38,2016,0,0
39,2017,0,0
40,2018,3,0
41,2019,0,0
42,2020,0,0
43,2021,4,6039.74
