36103135004,,,
,V1,V2,V3
1,1979,1,0
2,1980,2,575.3
3,1981,0,0
4,1982,0,0
5,1983,0,0
6,1984,1,294
7,1985,0,0
8,1986,0,0
9,1987,0,0
10,1988,0,0
11,1989,1,0
12,1990,0,0
13,1991,5,16715.7
14,1992,10,78878.43
15,1993,1,0
16,1994,2,15307.85
17,1995,0,0
18,1996,1,1832.32
19,1997,0,0
20,1998,0,0
21,1999,0,0
22,2000,0,0
23,2001,0,0
24,2002,0,0
25,2003,0,0
26,2004,0,0
27,2005,0,0
28,2006,0,0
29,2007,0,0
30,2008,0,0
31,2009,0,0
32,2010,1,0
33,2011,3,50473.93
34,2012,17,732014.66
35,2013,0,0
36,2014,1,0
37,2015,0,0
38,2016,0,0
39,2017,0,0
40,2018,1,0
41,2019,0,0
42,2020,0,0
43,2021,1,8073.1
