9009150200,,,
,V1,V2,V3
1,1979,2,303.15
2,1980,18,58309.52
3,1981,0,0
4,1982,13,34871.95
5,1983,0,0
6,1984,13,35547.25
7,1985,12,10293.13
8,1986,0,0
9,1987,0,0
10,1988,0,0
11,1989,0,0
12,1990,0,0
13,1991,4,8920.82
14,1992,150,3116897.98
15,1993,0,0
16,1994,0,0
17,1995,1,3418.47
18,1996,8,12402.13
19,1997,0,0
20,1998,0,0
21,1999,0,0
22,2000,0,0
23,2001,0,0
24,2002,0,0
25,2003,0,0
26,2004,3,0
27,2005,0,0
28,2006,0,0
29,2007,3,12299.25
30,2008,0,0
31,2009,0,0
32,2010,3,5680.23
33,2011,208,4709660.91
34,2012,275,14083881.47
35,2013,0,0
36,2014,0,0
37,2015,1,0
38,2016,0,0
39,2017,1,0
40,2018,0,0
41,2019,0,0
42,2020,0,0
43,2021,2,33201.13
