9001061500,,,
,V1,V2,V3
1,1979,6,10738.76
2,1980,47,94136.79
3,1981,0,0
4,1982,2,8110.5
5,1983,1,0
6,1984,12,31418.94
7,1985,10,23694.21
8,1986,0,0
9,1987,0,0
10,1988,1,0
11,1989,2,2742.05
12,1990,0,0
13,1991,1,3774.21
14,1992,191,2136122.53
15,1993,2,0
16,1994,2,0
17,1995,2,8489.52
18,1996,14,24152.75
19,1997,0,0
20,1998,0,0
21,1999,1,0
22,2000,0,0
23,2001,3,0
24,2002,0,0
25,2003,0,0
26,2004,4,5677.03
27,2005,4,8202.27
28,2006,6,27612.91
29,2007,11,54836.99
30,2008,0,0
31,2009,1,0
32,2010,12,24810.13
33,2011,92,938967.74
34,2012,625,28705274.94
35,2013,0,0
36,2014,1,0
37,2015,1,0
38,2016,1,0
39,2017,0,0
40,2018,3,10797.78
41,2019,0,0
42,2020,0,0
43,2021,4,11975.73
