36103201003,,,
,V1,V2,V3
1,1979,2,414.25
2,1980,0,0
3,1981,0,0
4,1982,9,14662.11
5,1983,2,0
6,1984,8,3642.23
7,1985,4,0
8,1986,0,0
9,1987,0,0
10,1988,0,0
11,1989,0,0
12,1990,0,0
13,1991,34,224356.22
14,1992,15,95769.04
15,1993,2,5445.6
16,1994,7,60033.13
17,1995,0,0
18,1996,7,5806.79
19,1997,0,0
20,1998,0,0
21,1999,1,0
22,2000,0,0
23,2001,0,0
24,2002,0,0
25,2003,6,7687.69
26,2004,3,6373.58
27,2005,65,673827.63
28,2006,1,2719.73
29,2007,0,0
30,2008,1,0
31,2009,1,0
32,2010,50,407907.07
33,2011,3,2746.3
34,2012,24,522570.59
35,2013,1,6251.8
36,2014,1,751.89
37,2015,0,0
38,2016,0,0
39,2017,0,0
40,2018,1,1985.09
41,2019,9,653740.17
42,2020,0,0
43,2021,5,89219.23
