36103110300,,,
,V1,V2,V3
1,1979,2,2057.03
2,1980,3,1987.74
3,1981,0,0
4,1982,1,1226.22
5,1983,4,249.21
6,1984,5,6922
7,1985,4,1379.9
8,1986,1,0
9,1987,0,0
10,1988,0,0
11,1989,0,0
12,1990,0,0
13,1991,5,19233.37
14,1992,26,530110.7
15,1993,2,41387.19
16,1994,4,96171.86
17,1995,0,0
18,1996,7,28045.3
19,1997,0,0
20,1998,0,0
21,1999,2,15178.9
22,2000,0,0
23,2001,1,0
24,2002,0,0
25,2003,0,0
26,2004,6,43793.28
27,2005,2,7789.08
28,2006,0,0
29,2007,0,0
30,2008,0,0
31,2009,0,0
32,2010,3,16606.63
33,2011,4,58465.97
34,2012,23,1311709.4
35,2013,0,0
36,2014,0,0
37,2015,0,0
38,2016,0,0
39,2017,0,0
40,2018,3,49626.78
41,2019,1,0
42,2020,0,0
43,2021,2,7464.74
