36119007500,,,
,V1,V2,V3
1,1979,19,52241.4
2,1980,9,21877.81
3,1981,0,0
4,1982,8,15842.96
5,1983,4,8165.45
6,1984,11,7342.94
7,1985,1,600
8,1986,0,0
9,1987,0,0
10,1988,0,0
11,1989,2,2501.1
12,1990,2,3830.62
13,1991,1,0
14,1992,5,27791.44
15,1993,0,0
16,1994,1,3786.62
17,1995,0,0
18,1996,7,26913.68
19,1997,0,0
20,1998,1,9329.66
21,1999,1,4051.72
22,2000,0,0
23,2001,1,3052.89
24,2002,2,355.23
25,2003,1,6708.94
26,2004,5,26582.96
27,2005,1,795.58
28,2006,0,0
29,2007,24,284549.33
30,2008,0,0
31,2009,0,0
32,2010,9,79196.9
33,2011,18,172727.06
34,2012,8,175069.99
35,2013,0,0
36,2014,0,0
37,2015,0,0
38,2016,0,0
39,2017,1,4840.93
40,2018,2,0
41,2019,3,0
42,2020,0,0
43,2021,47,1480043.5
