9009151100,,,
,V1,V2,V3
1,1979,6,3669.56
2,1980,34,178747.7
3,1981,0,0
4,1982,10,27472.5
5,1983,1,0
6,1984,22,59701.36
7,1985,27,175436.75
8,1986,0,0
9,1987,0,0
10,1988,0,0
11,1989,0,0
12,1990,0,0
13,1991,1,2197.22
14,1992,81,1635526.64
15,1993,0,0
16,1994,0,0
17,1995,11,51159.4
18,1996,13,44820.65
19,1997,0,0
20,1998,0,0
21,1999,0,0
22,2000,0,0
23,2001,0,0
24,2002,0,0
25,2003,0,0
26,2004,0,0
27,2005,2,13315.89
28,2006,1,13046.78
29,2007,1,0
30,2008,0,0
31,2009,0,0
32,2010,8,32072.96
33,2011,83,3271640.27
34,2012,125,6092723.09
35,2013,0,0
36,2014,0,0
37,2015,0,0
38,2016,0,0
39,2017,1,0
40,2018,0,0
41,2019,0,0
42,2020,6,7713.81
43,2021,3,3016.19
