9011705200,,,
,V1,V2,V3
1,1979,3,1336.36
2,1980,1,0
3,1981,0,0
4,1982,7,5029.76
5,1983,0,0
6,1984,0,0
7,1985,1,1060.58
8,1986,0,0
9,1987,3,433
10,1988,0,0
11,1989,0,0
12,1990,0,0
13,1991,5,6958.76
14,1992,1,0
15,1993,0,0
16,1994,1,0
17,1995,0,0
18,1996,0,0
19,1997,0,0
20,1998,1,0
21,1999,1,14795.17
22,2000,1,0
23,2001,0,0
24,2002,0,0
25,2003,0,0
26,2004,1,601.16
27,2005,10,10510.88
28,2006,0,0
29,2007,2,40821.45
30,2008,1,12039.75
31,2009,13,148790.73
32,2010,24,273518.9
33,2011,4,49363.21
34,2012,64,1375232.89
35,2013,0,0
36,2014,0,0
37,2015,0,0
38,2016,0,0
39,2017,1,9701.82
40,2018,2,158065.89
41,2019,0,0
42,2020,0,0
43,2021,0,0
