9001011100,,,
,V1,V2,V3
1,1979,3,995.5
2,1980,5,4760.71
3,1981,1,0
4,1982,1,258.67
5,1983,2,0
6,1984,2,3280
7,1985,0,0
8,1986,0,0
9,1987,0,0
10,1988,0,0
11,1989,1,1821
12,1990,0,0
13,1991,4,13308.68
14,1992,17,449542.05
15,1993,0,0
16,1994,0,0
17,1995,0,0
18,1996,6,59477.17
19,1997,0,0
20,1998,0,0
21,1999,0,0
22,2000,0,0
23,2001,0,0
24,2002,1,3630.11
25,2003,0,0
26,2004,0,0
27,2005,0,0
28,2006,1,4908.71
29,2007,7,33936.21
30,2008,0,0
31,2009,1,0
32,2010,5,32484.42
33,2011,6,112103.2
34,2012,28,1141763.48
35,2013,0,0
36,2014,2,4292.41
37,2015,0,0
38,2016,0,0
39,2017,0,0
40,2018,1,0
41,2019,1,4391.37
42,2020,0,0
43,2021,12,314824.25
