44009051000,,,
,V1,V2,V3
1,1979,2,9209.06
2,1980,5,5441
3,1981,0,0
4,1982,13,14007.76
5,1983,0,0
6,1984,1,880
7,1985,32,139694.87
8,1986,1,15721.35
9,1987,0,0
10,1988,2,5004
11,1989,1,0
12,1990,0,0
13,1991,103,1011139.83
14,1992,27,270481.08
15,1993,18,180321.94
16,1994,18,108540
17,1995,2,7131
18,1996,2,105565.06
19,1997,0,0
20,1998,0,0
21,1999,5,61203.6
22,2000,3,6481.57
23,2001,2,4502.59
24,2002,0,0
25,2003,1,0
26,2004,0,0
27,2005,14,91990.7
28,2006,0,0
29,2007,7,11097.9
30,2008,0,0
31,2009,5,59938.66
32,2010,41,213974.49
33,2011,27,934204.37
34,2012,390,19050100.55
35,2013,0,0
36,2014,0,0
37,2015,0,0
38,2016,0,0
39,2017,0,0
40,2018,1,173640.81
41,2019,1,0
42,2020,0,0
43,2021,1,0
