44009051504,,,
,V1,V2,V3
1,1979,1,50
2,1980,1,0
3,1981,0,0
4,1982,2,606.7
5,1983,2,2718.2
6,1984,1,464.2
7,1985,6,0
8,1986,0,0
9,1987,0,0
10,1988,0,0
11,1989,0,0
12,1990,1,0
13,1991,61,354209.08
14,1992,11,15121.41
15,1993,2,0
16,1994,1,982.71
17,1995,0,0
18,1996,0,0
19,1997,1,0
20,1998,0,0
21,1999,2,0
22,2000,1,0
23,2001,1,2040.53
24,2002,0,0
25,2003,0,0
26,2004,1,2152.64
27,2005,4,46344.67
28,2006,2,16163.34
29,2007,5,6739.72
30,2008,1,0
31,2009,1,801.72
32,2010,27,97718.76
33,2011,6,12681.41
34,2012,117,2549283.14
35,2013,2,2357.44
36,2014,2,912.13
37,2015,0,0
38,2016,1,0
39,2017,0,0
40,2018,1,0
41,2019,1,9420.15
42,2020,2,2217.04
43,2021,2,28214.56
