36103169902,,,
,V1,V2,V3
1,1979,4,4918.86
2,1980,3,358.51
3,1981,0,0
4,1982,0,0
5,1983,0,0
6,1984,42,260725.93
7,1985,7,4017.57
8,1986,0,0
9,1987,0,0
10,1988,1,0
11,1989,2,0
12,1990,0,0
13,1991,26,128902.64
14,1992,97,1630904.35
15,1993,3,43169.5
16,1994,23,227560.5
17,1995,3,10329.17
18,1996,6,24432.32
19,1997,0,0
20,1998,2,2051.53
21,1999,0,0
22,2000,0,0
23,2001,1,735.91
24,2002,0,0
25,2003,0,0
26,2004,0,0
27,2005,54,334801.66
28,2006,0,0
29,2007,6,14434.9
30,2008,0,0
31,2009,0,0
32,2010,31,186017.63
33,2011,8,1293.95
34,2012,200,6900192.49
35,2013,0,0
36,2014,2,0
37,2015,0,0
38,2016,1,4207.09
39,2017,0,0
40,2018,0,0
41,2019,0,0
42,2020,0,0
43,2021,1,15757.09
