9009184600,,,
,V1,V2,V3
1,1979,1,848.68
2,1980,1,0
3,1981,0,0
4,1982,3,4167.93
5,1983,0,0
6,1984,0,0
7,1985,12,21632.47
8,1986,0,0
9,1987,0,0
10,1988,1,1680.56
11,1989,2,3695.08
12,1990,0,0
13,1991,2,0
14,1992,4,14428.11
15,1993,0,0
16,1994,0,0
17,1995,0,0
18,1996,1,0
19,1997,0,0
20,1998,0,0
21,1999,0,0
22,2000,4,0
23,2001,0,0
24,2002,0,0
25,2003,1,2639.7
26,2004,1,3331.46
27,2005,1,7213.81
28,2006,0,0
29,2007,0,0
30,2008,0,0
31,2009,0,0
32,2010,2,996.4
33,2011,50,1403570.76
34,2012,33,585371.71
35,2013,0,0
36,2014,1,0
37,2015,0,0
38,2016,0,0
39,2017,0,0
40,2018,0,0
41,2019,0,0
42,2020,0,0
43,2021,0,0
