9001050400,,,
,V1,V2,V3
1,1979,5,348.22
2,1980,58,151931.16
3,1981,0,0
4,1982,2,402.48
5,1983,2,512.38
6,1984,12,28409.51
7,1985,12,34046.74
8,1986,0,0
9,1987,1,0
10,1988,0,0
11,1989,3,1828
12,1990,0,0
13,1991,39,214884.38
14,1992,127,2166337.66
15,1993,1,0
16,1994,1,0
17,1995,2,8431.73
18,1996,22,219896.02
19,1997,2,3163.77
20,1998,0,0
21,1999,1,0
22,2000,1,0
23,2001,2,0
24,2002,0,0
25,2003,0,0
26,2004,2,6600.63
27,2005,5,140773.07
28,2006,3,27661.6
29,2007,12,29374.47
30,2008,2,0
31,2009,1,0
32,2010,14,43286.93
33,2011,94,2528863.09
34,2012,183,10065713.21
35,2013,0,0
36,2014,0,0
37,2015,0,0
38,2016,0,0
39,2017,1,0
40,2018,3,4109.43
41,2019,0,0
42,2020,5,0
43,2021,8,196507.16
