36103170201,,,
,V1,V2,V3
1,1979,4,12567.11
2,1980,1,0
3,1981,1,0
4,1982,10,11171.22
5,1983,3,0
6,1984,15,22966.71
7,1985,8,7255.3
8,1986,0,0
9,1987,1,17701.58
10,1988,1,0
11,1989,0,0
12,1990,0,0
13,1991,35,91435.68
14,1992,45,222640.24
15,1993,3,8987.86
16,1994,10,44383.72
17,1995,0,0
18,1996,1,0
19,1997,0,0
20,1998,4,7855.7
21,1999,0,0
22,2000,0,0
23,2001,2,6666.25
24,2002,0,0
25,2003,1,0
26,2004,1,5822.21
27,2005,26,150894.71
28,2006,2,0
29,2007,1,14429.84
30,2008,0,0
31,2009,0,0
32,2010,44,280826.38
33,2011,10,112575.57
34,2012,95,2523822.62
35,2013,0,0
36,2014,1,0
37,2015,0,0
38,2016,2,8208.23
39,2017,1,0
40,2018,7,172619.54
41,2019,0,0
42,2020,0,0
43,2021,3,12511.98
