9009150500,,,
,V1,V2,V3
1,1979,4,1954.45
2,1980,7,20919.05
3,1981,0,0
4,1982,6,1468.47
5,1983,0,0
6,1984,11,9457.9
7,1985,7,10070.62
8,1986,0,0
9,1987,1,800
10,1988,0,0
11,1989,0,0
12,1990,0,0
13,1991,6,8044.7
14,1992,49,299122.07
15,1993,0,0
16,1994,1,2776.66
17,1995,1,0
18,1996,0,0
19,1997,1,0
20,1998,0,0
21,1999,1,1768.15
22,2000,0,0
23,2001,0,0
24,2002,0,0
25,2003,0,0
26,2004,0,0
27,2005,0,0
28,2006,0,0
29,2007,1,2459.81
30,2008,0,0
31,2009,0,0
32,2010,1,0
33,2011,41,655963.46
34,2012,114,2610760.87
35,2013,1,0
36,2014,0,0
37,2015,0,0
38,2016,1,0
39,2017,0,0
40,2018,0,0
41,2019,0,0
42,2020,0,0
43,2021,5,42712.59
