36103200902,,,
,V1,V2,V3
1,1979,0,0
2,1980,0,0
3,1981,0,0
4,1982,4,3277.68
5,1983,1,1231.02
6,1984,7,15238.59
7,1985,1,0
8,1986,0,0
9,1987,1,4005
10,1988,0,0
11,1989,0,0
12,1990,0,0
13,1991,13,116390.51
14,1992,13,137290.56
15,1993,3,2121.2
16,1994,2,24155.24
17,1995,1,0
18,1996,3,20724.14
19,1997,0,0
20,1998,1,2504.18
21,1999,0,0
22,2000,0,0
23,2001,0,0
24,2002,1,0
25,2003,0,0
26,2004,0,0
27,2005,14,304383.8
28,2006,0,0
29,2007,2,2792
30,2008,2,5599.5
31,2009,0,0
32,2010,23,146963.8
33,2011,4,148472.74
34,2012,26,698469.07
35,2013,0,0
36,2014,0,0
37,2015,1,0
38,2016,1,0
39,2017,2,986.28
40,2018,0,0
41,2019,1,2974.54
42,2020,0,0
43,2021,2,681.4
