9001022100,,,
,V1,V2,V3
1,1979,1,2300.11
2,1980,3,7072.8
3,1981,0,0
4,1982,0,0
5,1983,1,2504
6,1984,0,0
7,1985,1,10000
8,1986,0,0
9,1987,0,0
10,1988,0,0
11,1989,1,7388.68
12,1990,0,0
13,1991,0,0
14,1992,5,59682.04
15,1993,0,0
16,1994,3,104452.95
17,1995,0,0
18,1996,1,33488.71
19,1997,0,0
20,1998,2,0
21,1999,0,0
22,2000,0,0
23,2001,7,851358.37
24,2002,1,15002.64
25,2003,1,0
26,2004,0,0
27,2005,0,0
28,2006,0,0
29,2007,3,9166.72
30,2008,0,0
31,2009,0,0
32,2010,2,2288.41
33,2011,3,40415.6
34,2012,6,190087.07
35,2013,0,0
36,2014,0,0
37,2015,0,0
38,2016,0,0
39,2017,0,0
40,2018,0,0
41,2019,1,43211.93
42,2020,0,0
43,2021,17,578791.86
